Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
02609;Erstein;Erstein;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Erstein;67150;Erstein;67-130;Bas-Rhin;Grand Est;7.6387869;48.4229857;0087214148;EEN;b;1;;;;48.4229857, 7.6387869
02613;Ebersheim;Ebersheim;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Ebersheim;67600;Ebersheim;67-115;Bas-Rhin;Grand Est;7.494471;48.3099953;0087214106;EBH;c;1;;;;48.3099953, 7.494471
02628;Walbourg;Walbourg;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Walbourg;67360;Walbourg;67-511;Bas-Rhin;Grand Est;7.8092705;48.8862164;0087213405;WAL;c;1;;;;48.8862164, 7.8092705
02649;Kilstett;Kilstett;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Kilstett;67840;Kilstett;67-237;Bas-Rhin;Grand Est;7.8549031;48.6793065;0087212324;KIL;c;1;;;;48.6793065, 7.8549031
02651;Bischheim;Bischheim;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Bischheim;67800;Bischheim;67-043;Bas-Rhin;Grand Est;7.7422165;48.6118352;0087212308;BHM;c;1;;;;48.6118352, 7.7422165
02654;Geispolsheim;Geispolsheim;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Geispolsheim;67118;Geispolsheim;67-152;Bas-Rhin;Grand Est;7.6843578;48.5190515;0087212258;GPM;c;1;;;;48.5190515, 7.6843578
02661;Wilwisheim;Wilwisheim;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Wilwisheim;67270;Wilwisheim;67-534;Bas-Rhin;Grand Est;7.5077599;48.745831;0087212175;WIW;c;1;;;;48.745831, 7.5077599
02666;Stephansfeld;Stephansfeld;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Stephansfeld;67170;Brumath;67-067;Bas-Rhin;Grand Est;7.7045946;48.7175872;0087212126;SFX;c;1;;;;48.7175872, 7.7045946
02667;Vendenheim;Vendenheim;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Vendenheim;67550;Vendenheim;67-506;Bas-Rhin;Grand Est;7.7177824;48.6659659;0087212118;VHM;c;1;;;;48.6659659, 7.7177824
02679;Rohrbach-lès-Bitche;Rohrbach-lès-Bitche;Oui;Non;AG Est-Européen;REGION LORRAINE;;;1;1;Rohrbach-lès-Bitche;57410;Rohrbach-lès-Bitche;57-589;Moselle;Grand Est;7.26433;49.05535;0087193789;RLB;;1;;;;49.05535, 7.26433
02682;Herbitzheim;Herbitzheim;Oui;Non;AG Est-Européen;REGION LORRAINE;UG Et TER RHENAN;;1;1;Herbitzheim;67260;Herbitzheim;67-191;Bas-Rhin;Grand Est;7.0801596;49.0138973;0087193672;HBZ;c;1;;;;49.0138973, 7.0801596
02686;Sarreinsming;Sarreinsming;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Sarreinsming;57115;Sarreinsming;57-633;Moselle;Grand Est;7.1120387;49.086306;0087193631;SRG;c;1;;;;49.086306, 7.1120387
02688;Sarreguemines;Sarreguemines;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Sarreguemines;57200;Sarreguemines;57-631;Moselle;Grand Est;7.0686398;49.1073357;0087193615;SGS;b;1;;;;49.1073357, 7.0686398
02691;Farébersviller;Farébersviller;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Farébersviller;57450;Farébersviller;57-207;Moselle;Grand Est;6.8618926;49.1181603;0087193516;FBR;c;1;;;;49.1181603, 6.8618926
02695;Saint-Avold;Saint-Avold;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Saint-Avold;57500;Saint-Avold;57-606;Moselle;Grand Est;6.7206141;49.085873;0087193318;SVD;b;1;;;;49.085873, 6.7206141
02701;Hatrize;Hatrize;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Hatrize;54800;Hatrize;54-253;Meurthe-et-Moselle;Grand Est;5.9071141;49.1934741;0087192724;HZE;c;1;;;;49.1934741, 5.9071141
02706;Onville;Onville;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Onville;54890;Onville;54-410;Meurthe-et-Moselle;Grand Est;5.97909;49.01367;0087192435;ONV;c;1;;;;49.01367, 5.97909
02708;Ancy-sur-Moselle;Ancy-sur-Moselle;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Ancy-sur-Moselle;57130;Ancy-Dornot;57-021;Moselle;Grand Est;6.0627661;49.0575093;0087192419;AYM;c;1;;;;49.0575093, 6.0627661
02713;Sanry-sur-Nied;Sanry-sur-Nied;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Sanry-sur-Nied;57530;Sanry-sur-Nied;57-627;Moselle;Grand Est;6.3399775;49.0445991;0087192229;SWN;c;1;;;;49.0445991, 6.3399775
02714;Courcelles-sur-Nied;Courcelles-sur-Nied;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Courcelles-sur-Nied;57530;Courcelles-sur-Nied;57-156;Moselle;Grand Est;6.3109926;49.0634035;0087192211;CCD;c;1;;;;49.0634035, 6.3109926
02716;Woippy;Woippy;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Woippy;57140;Woippy;57-751;Moselle;Grand Est;6.155621;49.1487965;0087192088;WPY;c;1;;;;49.1487965, 6.155621
02719;Gandrange - Amnéville;Gandrange - Amnéville;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Gandrange - Amnéville;57175;Amnéville;57-019;Moselle;Grand Est;6.1358897;49.2608222;0087191742;GDG;c;1;;;;49.2608222, 6.1358897
02720;Rombas - Clouange;Rombas - Clouange;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Rombas - Clouange;57120;Rombas;57-591;Moselle;Grand Est;6.0990538;49.2560553;0087191734;RBS;c;1;;;;49.2560553, 6.0990538
02725;Apach;Apach;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Apach;57480;Apach;57-026;Moselle;Grand Est;6.3500923;49.4439732;0087191643;APJ;c;1;;;;49.4439732, 6.3500923
02726;Sierck-les-Bains;Sierck-les-Bains;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Sierck-les-Bains;57480;Sierck-les-Bains;57-650;Moselle;Grand Est;6.3500946;49.4440155;0087191635;SIK;c;1;;;;49.4440155, 6.3500946
02731;Anzeling;Anzeling;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Anzeling;57320;Anzeling;57-025;Moselle;Grand Est;6.4602649;49.2620718;0087191387;AZG;c;1;;;;49.2620718, 6.4602649
02736;Distroff;Distroff;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Distroff;57134;Distroff;57-179;Moselle;Grand Est;6.2603013;49.3352322;0087191320;DIS;c;1;;;;49.3352322, 6.2603013
02738;Yutz;Yutz;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Yutz;57110;Yutz;57-757;Moselle;Grand Est;6.2093949;49.361354;0087191304;YUT;c;1;;;;49.361354, 6.2093949
02739;Hayange;Hayange;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Hayange;57700;Hayange;57-306;Moselle;Grand Est;6.07245;49.33053;0087191239;HAY;c;1;;;;49.33053, 6.07245
02745;Thionville;Thionville;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Thionville;57100;Thionville;57-672;Moselle;Grand Est;6.169543;49.353931;0087191007;THL;a;2;;;;49.353931, 6.169543
00870;Bayonne;Bayonne;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Bayonne;64100;Bayonne;64-102;Pyrénées-Atlantiques;Nouvelle-Aquitaine;-1.470306;43.496801;0087673004;BYE;a;2;;;;43.496801, -1.470306
00879;Orthez;Orthez;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Orthez;64300;Orthez;64-430;Pyrénées-Atlantiques;Nouvelle-Aquitaine;-0.76776;43.484242;0087672253;ORT;b;1;;;;43.484242, -0.76776
00880;Artix;Artix;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Artix;64170;Artix;64-061;Pyrénées-Atlantiques;Nouvelle-Aquitaine;-0.5701881;43.3931062;0087672212;ATI;c;1;;;;43.3931062, -0.5701881
00887;Arengosse;Arengosse;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Arengosse;40110;Arengosse;40-006;Landes;Nouvelle-Aquitaine;-0.8093835;44.0069764;0087671479;ARO;c;1;;;;44.0069764, -0.8093835
00889;Lourdes;Lourdes;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TGV-TEOZ;;1;1;Lourdes;65100;Lourdes;65-286;Hautes-Pyrénées;Occitanie;-0.042174;43.100370;0087671339;LDS;a;2;;;;43.10037, -0.042174
00891;Tournay;Tournay;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Tournay;65190;Tournay;65-447;Hautes-Pyrénées;Occitanie;0.2389703;43.1836066;0087671172;TRY;c;1;;;;43.1836066, 0.2389703
00894;Mont-de-Marsan;Mont-de-Marsan;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG EEV Aquitaine;;1;1;Mont-de-Marsan;40000;Mont-de-Marsan;40-192;Landes;Nouvelle-Aquitaine;-0.50466;43.884898;0087671016;MMR;b;1;;;;43.884898, -0.50466
00898;Le Lioran;Le Lioran;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG EEV AUVERGNE;;1;1;Le Lioran;15300;Laveissière;15-101;Cantal;Auvergne-Rhône-Alpes;2.7533365;45.0905458;0087645473;LLN;c;1;;;;45.0905458, 2.7533365
00907;Ytrac;Ytrac;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG EEV AUVERGNE;;1;1;Ytrac;15130;Ytrac;15-267;Cantal;Auvergne-Rhône-Alpes;2.3644474;44.9106891;0087645101;YTC;c;1;;;;44.9106891, 2.3644474
00916;Le Vauriat;Le Vauriat;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG EEV AUVERGNE;;1;1;Le Vauriat;63230;Saint-Ours;63-381;Puy-de-Dôme;Auvergne-Rhône-Alpes;2.9084747;45.8337747;0087641399;LVA;c;1;;;;45.8337747, 2.9084747
00924;Bourg-Lastic - Messeix;Bourg-Lastic - Messeix;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG EEV AUVERGNE;;1;1;Bourg-Lastic - Messeix;63760;Messeix;63-225;Puy-de-Dôme;Auvergne-Rhône-Alpes;2.56043;45.62749;0087641266;;c;1;;;;45.62749, 2.56043
00925;Eygurande - Merlines;Eygurande - Merlines;Oui;Non;AG Sud-Ouest;REGION AUVERGNE;UG EEV Limousin;;1;1;Eygurande - Merlines;19340;Merlines;19-134;Corrèze;Nouvelle-Aquitaine;2.4610021;45.6453146;0087641241;EYG;c;1;;;;45.6453146, 2.4610021
00930;Saint-Bonnet-de-Rochefort;Saint-Bonnet-de-Rochefort;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG EEV AUVERGNE;;1;1;Saint-Bonnet-de-Rochefort;03800;Saint-Bonnet-de-Rochefort;03-220;Allier;Auvergne-Rhône-Alpes;3.1393877;46.1483796;0087641076;SBD;c;1;;;;46.1483796, 3.1393877
00951;Lavaur;Lavaur;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Lavaur;81500;Lavaur;81-140;Tarn;Occitanie;1.813146;43.703479;0087615476;LVR;b;1;;;;43.703479, 1.813146
00964;Campagne-sur-Aude;Campagne-sur-Aude;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Campagne-sur-Aude;11260;Campagne-sur-Aude;11-063;Aude;Occitanie;2.2056265;42.9169668;0087615229;KPG;c;1;;;;42.9169668, 2.2056265
00965;Espéraza;Espéraza;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Espéraza;11260;Espéraza;11-129;Aude;Occitanie;2.2184029;42.9359332;0087615211;ESZ;c;1;;;;42.9359332, 2.2184029
00967;Albi Madeleine;Albi Madeleine;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Albi Madeleine;81000;Albi;81-004;Tarn;Occitanie;2.1409629;43.938011;0087615195;ALM;c;1;;;;43.938011, 2.1409629
00971;Verzeille;Verzeille;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Verzeille;11250;Verzeille;11-408;Aude;Occitanie;2.3212626;43.1304633;0087615138;VRZ;c;1;;;;43.1304633, 2.3212626
00973;Lézignan-Corbières;Lézignan-Corbières;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Lézignan-Corbières;11200;Lézignan-Corbières;11-203;Aude;Occitanie;2.7699635;43.1999609;0087615112;LZA;c;1;;;;43.1999609, 2.7699635
00974;Bram;Bram;Oui;Non;AG Méditerranée;REGION MIDI PYRENEES;UG Languedoc Roussillon;;1;1;Bram;11150;Bram;11-049;Aude;Occitanie;2.1191467;43.2441014;0087615054;BRA;c;1;;;;43.2441014, 2.1191467
00975;Castelnaudary;Castelnaudary;Oui;Non;AG Méditerranée;REGION MIDI PYRENEES;UG Languedoc Roussillon;;1;1;Castelnaudary;11400;Castelnaudary;11-076;Aude;Occitanie;1.950390;43.312292;0087615039;CTY;b;2;;;;43.312292, 1.95039
00976;Villefranche-de-Lauragais;Villefranche-de-Lauragais;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Villefranche-de-Lauragais;31290;Villefranche-de-Lauragais;31-582;Haute-Garonne;Occitanie;1.714725;43.398537;0087615013;VDL;b;1;;;;43.398537, 1.714725
00978;Villefranche-de-Rouergue;Villefranche-de-Rouergue;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Villefranche-de-Rouergue;12200;Villefranche-de-Rouergue;12-300;Aveyron;Occitanie;2.0364594;44.347498;0087613893;VRW;c;1;;;;44.347498, 2.0364594
00981;Viviez - Decazeville;Viviez - Decazeville;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Viviez - Decazeville;12110;Viviez;12-305;Aveyron;Occitanie;2.2182582;44.5555678;0087613661;VZI;c;1;;;;44.5555678, 2.2182582
00986;Rodez;Rodez;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Rodez;12000;Rodez;12-202;Aveyron;Occitanie;2.580560;44.362633;0087613422;RDZ;b;1;;;;44.362633, 2.58056
00989;Lalbenque - Fontanes;Lalbenque - Fontanes;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Lalbenque - Fontanes;46230;Fontanes;46-109;Lot;Occitanie;1.5116628;44.3332389;0087613323;LNQ;c;1;;;;44.3332389, 1.5116628
00990;Saint-Christophe;Saint-Christophe;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Saint-Christophe;12330;Saint-Christophe-Vallon;12-215;Aveyron;Occitanie;2.4077585;44.464619;0087613257;SIH;c;1;;;;44.464619, 2.4077585
00991;Cransac;Cransac;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Cransac;12110;Cransac;12-083;Aveyron;Occitanie;2.2718666;44.522951;0087613232;CRZ;c;1;;;;44.522951, 2.2718666
00997;Assier;Assier;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Assier;46320;Assier;46-009;Lot;Occitanie;1.8697681;44.6746197;0087613075;AER;c;1;;;;44.6746197, 1.8697681
01004;Fenouillet - Saint-Alban;Fenouillet - Saint-Alban;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Fenouillet - Saint-Alban;31150;Fenouillet;31-182;Haute-Garonne;Occitanie;1.4018103;43.6840517;0087611962;FEX;c;1;;;;43.6840517, 1.4018103
01006;Lalande Église;Lalande Église;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Lalande Église;31000;Toulouse;31-555;Haute-Garonne;Occitanie;1.4286153;43.6459862;0087611947;LZG;c;1;;;;43.6459862, 1.4286153
01011;Malause;Malause;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Malause;82200;Malause;82-101;Tarn-et-Garonne;Occitanie;0.9716854;44.0882672;0087611871;MSP;c;1;;;;44.0882672, 0.9716854
01019;Gimont Cahuzac;Gimont Cahuzac;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Gimont Cahuzac;32200;Gimont;32-147;Gers;Occitanie;0.8676246;43.6330525;0087611772;GAH;c;1;;;;43.6330525, 0.8676246
01022;Baziège;Baziège;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Baziège;31450;Baziège;31-048;Haute-Garonne;Occitanie;1.6205019;43.4535696;0087611723;BAZ;c;1;;;;43.4535696, 1.6205019
01023;Escalquens;Escalquens;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Escalquens;31750;Escalquens;31-169;Haute-Garonne;Occitanie;1.5422774;43.5170958;0087611707;EQA;c;1;;;;43.5170958, 1.5422774
01025;Dieupentale;Dieupentale;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Dieupentale;82170;Dieupentale;82-048;Tarn-et-Garonne;Occitanie;1.2760011;43.8654687;0087611681;DIP;c;1;;;;43.8654687, 1.2760011
01037;Porté-Puymorens;Porté-Puymorens;Oui;Non;AG Méditerranée;REGION MIDI PYRENEES;UG Languedoc Roussillon;;1;1;Porté-Puymorens;66760;Porté-Puymorens;66-147;Pyrénées-Orientales;Occitanie;1.8248462;42.539136;0087611509;PPM;c;1;;;;42.539136, 1.8248462
01043;Portet Saint-Simon;Portet Saint-Simon;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Portet Saint-Simon;31120;Portet-sur-Garonne;31-433;Haute-Garonne;Occitanie;1.389243;43.527904;0087611400;PSS;b;1;;;;43.527904, 1.389243
01047;Saverdun;Saverdun;Oui;Non;AG Sud-Ouest;REGION MIDI PYRENEES;UG Midi Pyrenées TER;;1;1;Saverdun;09700;Saverdun;09-282;Ariège;Occitanie;1.570616;43.239357;0087611368;SRN;b;1;;;;43.239357, 1.570616
02081;Trie-Château;Trie-Château;Oui;Non;AG Manche-Nord;REGION DE PARIS SAINT-LAZARE;UG Picardie;;1;1;Trie-Château;60590;Trie-Château;60-644;Oise;Hauts-de-France;1.8180386;49.2827168;0087381236;TRH;c;1;;;;49.2827168, 1.8180386
02086;Santeuil - Le Perchay;Santeuil - Le Perchay;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Santeuil - Le Perchay;95640;Santeuil;95-584;Val-d'Oise;Île-de-France;1.94893;49.12416;0087381186;XPY;c;;;;;49.12416, 1.94893
02088;Montgeroult - Courcelles;Montgeroult - Courcelles;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Montgeroult - Courcelles;95650;Montgeroult;95-422;Val-d'Oise;Île-de-France;2.0034959;49.0805828;0087381160;MKU;c;;;;;49.0805828, 2.0034959
02095;Colombes;Colombes;Oui;Non;AG Ile-de-France;REGION DE PARIS SAINT-LAZARE;;;1;1;Colombes;92700;Colombes;92-025;Hauts-de-Seine;Île-de-France;2.25939;48.92383;0087381087;CBK;b;;;;;48.92383, 2.25939
02098;Avenue Foch;Avenue Foch;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Avenue Foch;75016;Paris;75-056;Paris;Île-de-France;2.2756167;48.8709710;0087381038;AVF;b;;;;;48.870971, 2.2756167
02099;Neuilly Porte Maillot;Neuilly Porte Maillot;Oui;Non;AG Ile-de-France;REGION DE PARIS RIVE GAUCHE;;;1;1;Neuilly Porte Maillot;75017;Paris;75-056;Paris;Île-de-France;2.2845160;48.8779830;0087381020;NPT;b;;;;;48.877983, 2.284516
02102;Saint-Sébastien Frêne Rond;Saint-Sébastien Frêne Rond;Oui;Non;AG Centre-Ouest;REGION PAYS DE LA LOIRE;UG TER Pays de la Loire;;1;1;Saint-Sébastien Frêne Rond;44230;Saint-Sébastien-sur-Loire;44-190;Loire-Atlantique;Pays de la Loire;-1.4957437;47.1903914;0087354597;XTD;c;1;;;;47.1903914, -1.4957437
02103;Saint-Sébastien Pas Enchantés;Saint-Sébastien Pas Enchantés;Oui;Non;AG Centre-Ouest;REGION PAYS DE LA LOIRE;UG TER Pays de la Loire;;1;1;Saint-Sébastien Pas Enchantés;44230;Saint-Sébastien-sur-Loire;44-190;Loire-Atlantique;Pays de la Loire;-1.5109069;47.2069513;0087354589;XTX;c;1;;;;47.2069513, -1.5109069
02117;Arleux;Arleux;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Arleux;59151;Arleux;59-015;Nord;Hauts-de-France;3.1208073;50.2863204;0087345421;ARX;c;1;;;;50.2863204, 3.1208073
02136;Coron de Méricourt;Coron de Méricourt;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Coron de Méricourt;62680;Méricourt;62-570;Pas-de-Calais;Hauts-de-France;2.8854084;50.4150048;0087345132;CQW;c;1;;;;50.4150048, 2.8854084
02138;Corbehem;Corbehem;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Corbehem;62112;Corbehem;62-240;Pas-de-Calais;Hauts-de-France;3.0405375;50.3428545;0087345116;COR;c;1;;;;50.3428545, 3.0405375
02152;Saint-Amand-les-Eaux;Saint-Amand-les-Eaux;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Saint-Amand-les-Eaux;59230;Saint-Amand-les-Eaux;59-526;Nord;Hauts-de-France;3.41952;50.44331;0087343103;SAM;b;1;;;;50.44331, 3.41952
02157;Pernes - Camblain;Pernes - Camblain;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Pernes - Camblain;62550;Camblain-Châtelain;62-197;Pas-de-Calais;Hauts-de-France;2.4310823;50.4802048;0087342550;PEC;c;1;;;;50.4802048, 2.4310823
02165;Beuvry lès Béthune;Beuvry lès Béthune;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Beuvry lès Béthune;62660;Beuvry;62-126;Pas-de-Calais;Hauts-de-France;2.6924093;50.5356021;0087342402;BVR;c;1;;;;50.5356021, 2.6924093
02167;Tincques;Tincques;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Tincques;62127;Tincques;62-820;Pas-de-Calais;Hauts-de-France;2.4980285;50.35699;0087342303;TIN;c;1;;;;50.35699, 2.4980285
02169;Thiennes;Thiennes;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Thiennes;59189;Thiennes;59-590;Nord;Hauts-de-France;2.4729218;50.6523561;0087342287;TEE;c;1;;;;50.6523561, 2.4729218
02180;Mazingarbe;Mazingarbe;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Mazingarbe;62670;Mazingarbe;62-563;Pas-de-Calais;Hauts-de-France;2.7005447;50.4608957;0087342121;MJG;c;1;;;;50.4608957, 2.7005447
02185;Boisleux;Boisleux;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Boisleux;62175;Boisleux-au-Mont;62-151;Pas-de-Calais;Hauts-de-France;2.771855;50.2104665;0087342071;BLX;c;1;;;;50.2104665, 2.771855
02190;Béthune;Béthune;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Béthune;62400;Béthune;62-119;Pas-de-Calais;Hauts-de-France;2.64055;50.52144;0087342006;BET;b;2;;;;50.52144, 2.64055
02193;Hoenheim Tram;Hoenheim Tram;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Hoenheim Tram;67800;Hœnheim;67-204;Bas-Rhin;Grand Est;7.7581387;48.6285976;0087338517;HMT;c;1;;;;48.6285976, 7.7581387
02194;Saint-Ouen-l'Aumône Liesse;Saint-Ouen-l'Aumône Liesse;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Saint-Ouen-l'Aumône Liesse;95310;Saint-Ouen-l'Aumône;95-572;Val-d'Oise;Île-de-France;2.1279345;49.0338707;0087337980;SOL;b;;;;;49.0338707, 2.1279345
02202;Hirson Écoles;Hirson Écoles;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Picardie;;1;1;Hirson Écoles;02500;Hirson;02-381;Aisne;Hauts-de-France;4.0861491;49.9288321;0087324335;HSO;c;1;;;;49.9288321, 4.0861491
02203;Futuroscope;Futuroscope;Oui;Non;AG Sud-Ouest;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;;1;1;Futuroscope;86360;Chasseneuil-du-Poitou;86-062;Vienne;Nouvelle-Aquitaine;0.377209;46.669918;0087324095;FTU;b;2;;;;46.669918, 0.377209
02209;Beau Marais;Beau Marais;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Beau Marais;62100;Calais;62-193;Pas-de-Calais;Hauts-de-France;1.8983301;50.945371;0087317610;BMQ;c;1;;;;50.945371, 1.8983301
02211;Eu;Eu;Oui;Non;AG Manche-Nord;REGION PICARDIE;UG Haute Normandie;;1;1;Eu;76260;Eu;76-255;Seine-Maritime;Normandie;1.416837;50.0541988;0087317537;EUW;c;1;;;;50.0541988, 1.416837
